Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1	Transcription Units	Regulated-By	GO terms (biological process)
ltrA	EQU24_RS09300	2056367	2057545	group II intron reverse transcriptase/maturase	ltrA	EQU24_RS09300	ltrA		
EQU24_RS09295	EQU24_RS09295	2055672	2056175	glycine zipper family protein	EQU24_RS09295	EQU24_RS09295	EQU24_RS09295		
EQU24_RS09290	EQU24_RS09290	2053363	2055450	sodium:proton antiporter	EQU24_RS09290	EQU24_RS09290	EQU24_RS09290		
EQU24_RS09285	EQU24_RS09285	2052413	2053009	hypothetical protein	EQU24_RS09285	EQU24_RS09285	EQU24_RS09285		
EQU24_RS09280	EQU24_RS09280	2050317	2051978	putative transporter	EQU24_RS09280 // EQU24_RS09275	EQU24_RS09280	EQU24_RS09280 // EQU24_RS09275		
EQU24_RS09275	EQU24_RS09275	2050224	2050292	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	EQU24_RS09280 // EQU24_RS09275	EQU24_RS09275	EQU24_RS09280 // EQU24_RS09275		
EQU24_RS09270	EQU24_RS09270	2049346	2050092	tRNA threonylcarbamoyladenosine dehydratase	EQU24_RS09270 // EQU24_RS09265 // cysK	EQU24_RS09270	EQU24_RS09270 // EQU24_RS09265 // cysK		
EQU24_RS09265	EQU24_RS09265	2048691	2049353	TatD family deoxyribonuclease	EQU24_RS09270 // EQU24_RS09265 // cysK	EQU24_RS09265	EQU24_RS09270 // EQU24_RS09265 // cysK		
cysK	EQU24_RS09260	2047716	2048666	cysteine synthase A	EQU24_RS09270 // EQU24_RS09265 // cysK	EQU24_RS09260	EQU24_RS09270 // EQU24_RS09265 // cysK		
EQU24_RS09255	EQU24_RS09255	2047247	2047585	histidine triad nucleotide-binding protein	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240	EQU24_RS09255	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240		
recR	EQU24_RS09250	2046640	2047236	recombination protein RecR	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240	EQU24_RS09250	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240		
EQU24_RS09245	EQU24_RS09245	2046315	2046638	YbaB/EbfC family nucleoid-associated protein	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240	EQU24_RS09245	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240		
EQU24_RS09240	EQU24_RS09240	2044690	2046318	DNA polymerase III subunit gamma/tau	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240	EQU24_RS09240	EQU24_RS09255 // recR // EQU24_RS09245 // EQU24_RS09240		
ffs	EQU24_RS09235	2044552	2044648	signal recognition particle sRNA small type	ffs	EQU24_RS09235	ffs		
EQU24_RS09230	EQU24_RS09230	2043765	2044100	hypothetical protein	EQU24_RS09230	EQU24_RS09230	EQU24_RS09230		
EQU24_RS09225	EQU24_RS09225	2042317	2043660	GHKL domain-containing protein	EQU24_RS09225	EQU24_RS09225	EQU24_RS09225		
EQU24_RS09220	EQU24_RS09220	2041677	2041895	hypothetical protein	EQU24_RS09220	EQU24_RS09220	EQU24_RS09220		
EQU24_RS09215	EQU24_RS09215	2040828	2041379	response regulator transcription factor	EQU24_RS09215	EQU24_RS09215	EQU24_RS09215		
EQU24_RS09210	EQU24_RS09210	2039934	2040548	TetR/AcrR family transcriptional regulator	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185	EQU24_RS09210	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185		
EQU24_RS09205	EQU24_RS09205	2038670	2039947	TolC family protein	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185	EQU24_RS09205	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185		
EQU24_RS09200	EQU24_RS09200	2038420	2038647	hypothetical protein	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185	EQU24_RS09200	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185		
EQU24_RS09195	EQU24_RS09195	2037302	2038423	efflux RND transporter periplasmic adaptor subunit	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185	EQU24_RS09195	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185		
EQU24_RS09190	EQU24_RS09190	2034240	2037284	efflux RND transporter permease subunit	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185	EQU24_RS09190	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185		
EQU24_RS09185	EQU24_RS09185	2034031	2034225	hypothetical protein	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185	EQU24_RS09185	EQU24_RS09210 // EQU24_RS09205 // EQU24_RS09200 // EQU24_RS09195 // EQU24_RS09190 // EQU24_RS09185		
EQU24_RS09180	EQU24_RS09180	2033664	2033936	hypothetical protein	EQU24_RS09180	EQU24_RS09180	EQU24_RS09180		
EQU24_RS09175	EQU24_RS09175	2033360	2033542	hypothetical protein	EQU24_RS09175	EQU24_RS09175	EQU24_RS09175		
EQU24_RS09170	EQU24_RS09170	2031223	2033313	DUF3300 domain-containing protein	EQU24_RS09170	EQU24_RS09170	EQU24_RS09170		
EQU24_RS09165	EQU24_RS09165	2029179	2030564	sensor histidine kinase	EQU24_RS09165 // EQU24_RS09160	EQU24_RS09165	EQU24_RS09165 // EQU24_RS09160		
EQU24_RS09160	EQU24_RS09160	2028512	2029192	response regulator	EQU24_RS09165 // EQU24_RS09160	EQU24_RS09160	EQU24_RS09165 // EQU24_RS09160		
EQU24_RS09155	EQU24_RS09155	2027637	2027831	hypothetical protein	EQU24_RS09155	EQU24_RS09155	EQU24_RS09155		
EQU24_RS09150	EQU24_RS09150	2026553	2027197	carbonic anhydrase	EQU24_RS09150	EQU24_RS09150	EQU24_RS09150		
EQU24_RS09145	EQU24_RS09145	2024194	2026509	sulfate transporter	EQU24_RS09145	EQU24_RS09145	EQU24_RS09145		
EQU24_RS09140	EQU24_RS09140	2020980	2023733	cation-transporting P-type ATPase	EQU24_RS09140	EQU24_RS09140	EQU24_RS09140		
EQU24_RS09135	EQU24_RS09135	2019727	2020689	GHMP kinase	EQU24_RS09135	EQU24_RS09135	EQU24_RS09135		
EQU24_RS09130	EQU24_RS09130	2018559	2019653	ATP-grasp domain-containing protein	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae	EQU24_RS09130	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae		
EQU24_RS09125	EQU24_RS09125	2017561	2018544	methenyltetrahydromethanopterin cyclohydrolase	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae	EQU24_RS09125	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae		
EQU24_RS09120	EQU24_RS09120	2016628	2017548	RimK family alpha-L-glutamate ligase	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae	EQU24_RS09120	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae		
EQU24_RS09115	EQU24_RS09115	2015771	2016631	triphosphoribosyl-dephospho-CoA synthase	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae	EQU24_RS09115	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae		
fae	EQU24_RS09110	2015179	2015688	formaldehyde-activating enzyme	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae	EQU24_RS09110	EQU24_RS09130 // EQU24_RS09125 // EQU24_RS09120 // EQU24_RS09115 // fae		
EQU24_RS09105	EQU24_RS09105	2012296	2014698	penicillin acylase family protein	EQU24_RS09105	EQU24_RS09105	EQU24_RS09105		
EQU24_RS09100	EQU24_RS09100	2011303	2012010	hypothetical protein	EQU24_RS09100	EQU24_RS09100	EQU24_RS09100		
EQU24_RS09095	EQU24_RS09095	2011100	2011279	hypothetical protein	EQU24_RS09095 // EQU24_RS09090 // EQU24_RS09085	EQU24_RS09095	EQU24_RS09095 // EQU24_RS09090 // EQU24_RS09085		
EQU24_RS09090	EQU24_RS09090	2010062	2011096	ATP-grasp domain-containing protein	EQU24_RS09095 // EQU24_RS09090 // EQU24_RS09085	EQU24_RS09090	EQU24_RS09095 // EQU24_RS09090 // EQU24_RS09085		
EQU24_RS09085	EQU24_RS09085	2009023	2010072	hypothetical protein	EQU24_RS09095 // EQU24_RS09090 // EQU24_RS09085	EQU24_RS09085	EQU24_RS09095 // EQU24_RS09090 // EQU24_RS09085		
EQU24_RS09080	EQU24_RS09080	2008107	2008754	cytochrome c4	EQU24_RS09080 // EQU24_RS09075 // EQU24_RS09070	EQU24_RS09080	EQU24_RS09080 // EQU24_RS09075 // EQU24_RS09070		
EQU24_RS09075	EQU24_RS09075	2006485	2008104	b(o/a)3-type cytochrome-c oxidase subunit 1	EQU24_RS09080 // EQU24_RS09075 // EQU24_RS09070	EQU24_RS09075	EQU24_RS09080 // EQU24_RS09075 // EQU24_RS09070		
EQU24_RS09070	EQU24_RS09070	2005959	2006492	cytochrome c oxidase subunit II	EQU24_RS09080 // EQU24_RS09075 // EQU24_RS09070	EQU24_RS09070	EQU24_RS09080 // EQU24_RS09075 // EQU24_RS09070		
EQU24_RS09065	EQU24_RS09065	2005004	2005702	HAD family phosphatase	EQU24_RS09065	EQU24_RS09065	EQU24_RS09065		
EQU24_RS09060	EQU24_RS09060	2003764	2004693	hypothetical protein	EQU24_RS09060	EQU24_RS09060	EQU24_RS09060		
EQU24_RS09055	EQU24_RS09055	2002762	2003691	diguanylate cyclase	EQU24_RS09055	EQU24_RS09055	EQU24_RS09055		
EQU24_RS09050	EQU24_RS09050	2000663	2002213	IS66 family transposase	EQU24_RS09050	EQU24_RS09050	EQU24_RS09050		
EQU24_RS09045	EQU24_RS09045	1999123	2000430	NAD(P)/FAD-dependent oxidoreductase	EQU24_RS09045	EQU24_RS09045	EQU24_RS09045		
EQU24_RS09040	EQU24_RS09040	1998544	1999068	YcxB family protein	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025	EQU24_RS09040	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025		
EQU24_RS09035	EQU24_RS09035	1996652	1998535	ATP-binding cassette domain-containing protein	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025	EQU24_RS09035	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025		
EQU24_RS09030	EQU24_RS09030	1996154	1996648	hypothetical protein	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025	EQU24_RS09030	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025		
EQU24_RS09025	EQU24_RS09025	1995685	1996128	universal stress protein	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025	EQU24_RS09025	EQU24_RS09040 // EQU24_RS09035 // EQU24_RS09030 // EQU24_RS09025		
EQU24_RS09020	EQU24_RS09020	1995225	1995638	TM2 domain-containing protein	EQU24_RS09020	EQU24_RS09020	EQU24_RS09020		
EQU24_RS09015	EQU24_RS09015	1993102	1995045	TIGR00341 family protein	EQU24_RS09015	EQU24_RS09015	EQU24_RS09015		
EQU24_RS09010	EQU24_RS09010	1991858	1992667	formate/nitrite transporter family protein	EQU24_RS09010	EQU24_RS09010	EQU24_RS09010		
EQU24_RS09005	EQU24_RS09005	1990054	1991793	bifunctional protein-serine/threonine kinase/phosphatase	EQU24_RS09005 // cynS	EQU24_RS09005	EQU24_RS09005 // cynS		
cynS	EQU24_RS09000	1989573	1990052	cyanase	EQU24_RS09005 // cynS	EQU24_RS09000	EQU24_RS09005 // cynS		
EQU24_RS08995	EQU24_RS08995	1988344	1989261	PhzF family phenazine biosynthesis protein	EQU24_RS08995 // nirD // nirB	EQU24_RS08995	EQU24_RS08995 // nirD // nirB		
nirD	EQU24_RS08990	1988009	1988335	nitrite reductase small subunit NirD	EQU24_RS08995 // nirD // nirB	EQU24_RS08990	EQU24_RS08995 // nirD // nirB		
nirB	EQU24_RS08985	1985451	1988006	nitrite reductase large subunit	EQU24_RS08995 // nirD // nirB	EQU24_RS08985	EQU24_RS08995 // nirD // nirB		
EQU24_RS08980	EQU24_RS08980	1984851	1985066	hypothetical protein	EQU24_RS08980	EQU24_RS08980	EQU24_RS08980		
EQU24_RS08975	EQU24_RS08975	1983271	1984749	MFS transporter	EQU24_RS08975 // EQU24_RS08970	EQU24_RS08975	EQU24_RS08975 // EQU24_RS08970		
EQU24_RS08970	EQU24_RS08970	1982691	1983269	ANTAR domain-containing protein	EQU24_RS08975 // EQU24_RS08970	EQU24_RS08970	EQU24_RS08975 // EQU24_RS08970		
EQU24_RS08965	EQU24_RS08965	1982103	1982618	DUF2380 domain-containing protein	EQU24_RS08965	EQU24_RS08965	EQU24_RS08965		
EQU24_RS08960	EQU24_RS08960	1981529	1981816	hypothetical protein	EQU24_RS08960	EQU24_RS08960	EQU24_RS08960		
EQU24_RS08955	EQU24_RS08955	1980941	1981543	hypothetical protein	EQU24_RS08955	EQU24_RS08955	EQU24_RS08955		
EQU24_RS08950	EQU24_RS08950	1980021	1980833	formylmethanofuran dehydrogenase subunit C	EQU24_RS08950 // fhcD	EQU24_RS08950	EQU24_RS08950 // fhcD		
fhcD	EQU24_RS08945	1979128	1980024	formylmethanofuran--tetrahydromethanopterin N-formyltransferase	EQU24_RS08950 // fhcD	EQU24_RS08945	EQU24_RS08950 // fhcD		
EQU24_RS08940	EQU24_RS08940	1978745	1979080	hypothetical protein	EQU24_RS08940 // EQU24_RS08935	EQU24_RS08940	EQU24_RS08940 // EQU24_RS08935		
EQU24_RS08935	EQU24_RS08935	1978524	1978745	DUF433 domain-containing protein	EQU24_RS08940 // EQU24_RS08935	EQU24_RS08935	EQU24_RS08940 // EQU24_RS08935		
EQU24_RS08930	EQU24_RS08930	1978131	1978400	DUF2442 domain-containing protein	EQU24_RS08930 // EQU24_RS08925	EQU24_RS08930	EQU24_RS08930 // EQU24_RS08925		
EQU24_RS08925	EQU24_RS08925	1977911	1978138	DUF4160 domain-containing protein	EQU24_RS08930 // EQU24_RS08925	EQU24_RS08925	EQU24_RS08930 // EQU24_RS08925		
EQU24_RS08920	EQU24_RS08920	1975979	1977637	formylmethanofuran dehydrogenase subunit A	EQU24_RS08920	EQU24_RS08920	EQU24_RS08920		
EQU24_RS08915	EQU24_RS08915	1974412	1975677	formylmethanofuran dehydrogenase subunit B	EQU24_RS08915	EQU24_RS08915	EQU24_RS08915		
EQU24_RS08910	EQU24_RS08910	1973113	1973898	M48 family metallopeptidase	EQU24_RS08910 // dapC // dapD	EQU24_RS08910	EQU24_RS08910 // dapC // dapD		
dapC	EQU24_RS08905	1971917	1973113	succinyldiaminopimelate transaminase	EQU24_RS08910 // dapC // dapD	EQU24_RS08905	EQU24_RS08910 // dapC // dapD		
dapD	EQU24_RS08900	1971085	1971903	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	EQU24_RS08910 // dapC // dapD	EQU24_RS08900	EQU24_RS08910 // dapC // dapD		
EQU24_RS08895	EQU24_RS08895	1969840	1970418	Uma2 family endonuclease	EQU24_RS08895	EQU24_RS08895	EQU24_RS08895		
EQU24_RS08890	EQU24_RS08890	1969520	1969762	hypothetical protein	EQU24_RS08890 // EQU24_RS08885	EQU24_RS08890	EQU24_RS08890 // EQU24_RS08885		
EQU24_RS08885	EQU24_RS08885	1969163	1969510	ArsC family reductase	EQU24_RS08890 // EQU24_RS08885	EQU24_RS08885	EQU24_RS08890 // EQU24_RS08885		
dapE	EQU24_RS08880	1967792	1968919	succinyl-diaminopimelate desuccinylase	dapE // EQU24_RS08875	EQU24_RS08880	dapE // EQU24_RS08875		
EQU24_RS08875	EQU24_RS08875	1967559	1967777	hypothetical protein	dapE // EQU24_RS08875	EQU24_RS08875	dapE // EQU24_RS08875		
EQU24_RS08870	EQU24_RS08870	1967194	1967570	hypothetical protein	EQU24_RS08870	EQU24_RS08870	EQU24_RS08870		
EQU24_RS08865	EQU24_RS08865	1966029	1966589	Uma2 family endonuclease	EQU24_RS08865	EQU24_RS08865	EQU24_RS08865		
ltrA	EQU24_RS08860	1963789	1964967	group II intron reverse transcriptase/maturase	ltrA	EQU24_RS08860	ltrA		
EQU24_RS08855	EQU24_RS08855	1962418	1963410	hypothetical protein	EQU24_RS08855	EQU24_RS08855	EQU24_RS08855		
EQU24_RS08850	EQU24_RS08850	1962016	1962198	type II toxin-antitoxin system HicA family toxin	EQU24_RS08850 // EQU24_RS08845	EQU24_RS08850	EQU24_RS08850 // EQU24_RS08845		
EQU24_RS08845	EQU24_RS08845	1961614	1962006	type II toxin-antitoxin system HicB family antitoxin	EQU24_RS08850 // EQU24_RS08845	EQU24_RS08845	EQU24_RS08850 // EQU24_RS08845		
EQU24_RS08840	EQU24_RS08840	1960370	1961011	transposase	EQU24_RS08840	EQU24_RS08840	EQU24_RS08840		
EQU24_RS08835	EQU24_RS08835	1959181	1960359	ISAzo13 family transposase	EQU24_RS08835	EQU24_RS08835	EQU24_RS08835		
EQU24_RS08830	EQU24_RS08830	1958455	1959186	transposase	EQU24_RS08830	EQU24_RS08830	EQU24_RS08830		
EQU24_RS08825	EQU24_RS08825	1957150	1958151	NAD-dependent epimerase/dehydratase family protein	EQU24_RS08825 // EQU24_RS08820	EQU24_RS08825	EQU24_RS08825 // EQU24_RS08820		
EQU24_RS08820	EQU24_RS08820	1955744	1957150	aspartate aminotransferase family protein	EQU24_RS08825 // EQU24_RS08820	EQU24_RS08820	EQU24_RS08825 // EQU24_RS08820		
EQU24_RS08815	EQU24_RS08815	1954739	1955074	hypothetical protein	EQU24_RS08815	EQU24_RS08815	EQU24_RS08815		
EQU24_RS08810	EQU24_RS08810	1954395	1954577	hypothetical protein	EQU24_RS08810	EQU24_RS08810	EQU24_RS08810		
EQU24_RS08805	EQU24_RS08805	1953186	1954052	universal stress protein	EQU24_RS08805 // EQU24_RS08800	EQU24_RS08805	EQU24_RS08805 // EQU24_RS08800		
EQU24_RS08800	EQU24_RS08800	1951693	1953186	SulP family inorganic anion transporter	EQU24_RS08805 // EQU24_RS08800	EQU24_RS08800	EQU24_RS08805 // EQU24_RS08800		
EQU24_RS08795	EQU24_RS08795	1950932	1951459	hypothetical protein	EQU24_RS08795	EQU24_RS08795	EQU24_RS08795		
EQU24_RS08790	EQU24_RS08790	1950449	1950883	MarR family transcriptional regulator	EQU24_RS08790	EQU24_RS08790	EQU24_RS08790		
EQU24_RS08785	EQU24_RS08785	1947025	1949652	hopanoid biosynthesis-associated RND transporter HpnN	EQU24_RS08785 // EQU24_RS08780 // EQU24_RS08775	EQU24_RS08785	EQU24_RS08785 // EQU24_RS08780 // EQU24_RS08775		
EQU24_RS08780	EQU24_RS08780	1946635	1946991	copper resistance protein CopC	EQU24_RS08785 // EQU24_RS08780 // EQU24_RS08775	EQU24_RS08780	EQU24_RS08785 // EQU24_RS08780 // EQU24_RS08775		
EQU24_RS08775	EQU24_RS08775	1944984	1946624	copper resistance protein	EQU24_RS08785 // EQU24_RS08780 // EQU24_RS08775	EQU24_RS08775	EQU24_RS08785 // EQU24_RS08780 // EQU24_RS08775		
EQU24_RS08770	EQU24_RS08770	1943067	1944929	1-deoxy-D-xylulose-5-phosphate synthase	EQU24_RS08770	EQU24_RS08770	EQU24_RS08770		
EQU24_RS08765	EQU24_RS08765	1941857	1942282	hypothetical protein	EQU24_RS08765	EQU24_RS08765	EQU24_RS08765		
EQU24_RS08760	EQU24_RS08760	1941456	1941734	hypothetical protein	EQU24_RS08760	EQU24_RS08760	EQU24_RS08760		
soxY	EQU24_RS08755	1940953	1941402	thiosulfate oxidation carrier protein SoxY	soxY // soxZ // soxA // EQU24_RS08740	EQU24_RS08755	soxY // soxZ // soxA // EQU24_RS08740		
soxZ	EQU24_RS08750	1940631	1940951	thiosulfate oxidation carrier complex protein SoxZ	soxY // soxZ // soxA // EQU24_RS08740	EQU24_RS08750	soxY // soxZ // soxA // EQU24_RS08740		
soxA	EQU24_RS08745	1939798	1940634	sulfur oxidation c-type cytochrome SoxA	soxY // soxZ // soxA // EQU24_RS08740	EQU24_RS08745	soxY // soxZ // soxA // EQU24_RS08740		
EQU24_RS08740	EQU24_RS08740	1938542	1939801	molybdopterin molybdotransferase MoeA	soxY // soxZ // soxA // EQU24_RS08740	EQU24_RS08740	soxY // soxZ // soxA // EQU24_RS08740		
EQU24_RS08735	EQU24_RS08735	1937050	1938378	hypothetical protein	EQU24_RS08735	EQU24_RS08735	EQU24_RS08735		
hpnR	EQU24_RS08730	1935221	1936780	hopanoid C-3 methylase HpnR	hpnR	EQU24_RS08730	hpnR		
EQU24_RS08725	EQU24_RS08725	1933558	1934811	hypothetical protein	EQU24_RS08725	EQU24_RS08725	EQU24_RS08725		
EQU24_RS08720	EQU24_RS08720	1932029	1933312	DUF1295 domain-containing protein	EQU24_RS08720 // EQU24_RS08715 // EQU24_RS08710	EQU24_RS08720	EQU24_RS08720 // EQU24_RS08715 // EQU24_RS08710		
EQU24_RS08715	EQU24_RS08715	1931371	1932009	hypothetical protein	EQU24_RS08720 // EQU24_RS08715 // EQU24_RS08710	EQU24_RS08715	EQU24_RS08720 // EQU24_RS08715 // EQU24_RS08710		
EQU24_RS08710	EQU24_RS08710	1931195	1931374	hypothetical protein	EQU24_RS08720 // EQU24_RS08715 // EQU24_RS08710	EQU24_RS08710	EQU24_RS08720 // EQU24_RS08715 // EQU24_RS08710		
EQU24_RS08705	EQU24_RS08705	1928778	1931024	hypothetical protein	EQU24_RS08705	EQU24_RS08705	EQU24_RS08705		
EQU24_RS08700	EQU24_RS08700	1926913	1928193	hypothetical protein	EQU24_RS08700	EQU24_RS08700	EQU24_RS08700		
EQU24_RS08695	EQU24_RS08695	1924786	1925853	OmpA family protein	EQU24_RS08695	EQU24_RS08695	EQU24_RS08695		
EQU24_RS08690	EQU24_RS08690	1922218	1923996	NADP oxidoreductase	EQU24_RS08690 // EQU24_RS08685 // EQU24_RS08680	EQU24_RS08690	EQU24_RS08690 // EQU24_RS08685 // EQU24_RS08680		
EQU24_RS08685	EQU24_RS08685	1921500	1922216	2Fe-2S iron-sulfur cluster binding domain-containing protein	EQU24_RS08690 // EQU24_RS08685 // EQU24_RS08680	EQU24_RS08685	EQU24_RS08690 // EQU24_RS08685 // EQU24_RS08680		
EQU24_RS08680	EQU24_RS08680	1920968	1921507	NADP oxidoreductase	EQU24_RS08690 // EQU24_RS08685 // EQU24_RS08680	EQU24_RS08680	EQU24_RS08690 // EQU24_RS08685 // EQU24_RS08680		
EQU24_RS08675	EQU24_RS08675	1919105	1920613	Ni/Fe hydrogenase subunit alpha	EQU24_RS08675 // EQU24_RS08670	EQU24_RS08675	EQU24_RS08675 // EQU24_RS08670		
EQU24_RS08670	EQU24_RS08670	1918897	1919139	hypothetical protein	EQU24_RS08675 // EQU24_RS08670	EQU24_RS08670	EQU24_RS08675 // EQU24_RS08670		
EQU24_RS08665	EQU24_RS08665	1918219	1918632	host attachment protein	EQU24_RS08665	EQU24_RS08665	EQU24_RS08665		
EQU24_RS08660	EQU24_RS08660	1917886	1918140	transcriptional regulator	EQU24_RS08660	EQU24_RS08660	EQU24_RS08660		
groL	EQU24_RS08655	1916140	1917798	chaperonin GroEL	groL	EQU24_RS08655	groL		
EQU24_RS08650	EQU24_RS08650	1915796	1916083	co-chaperone GroES	EQU24_RS08650	EQU24_RS08650	EQU24_RS08650		
moeB	EQU24_RS08645	1914914	1915657	molybdopterin-synthase adenylyltransferase MoeB	moeB	EQU24_RS08645	moeB		
EQU24_RS08640	EQU24_RS08640	1914478	1914903	response regulator transcription factor	EQU24_RS08640	EQU24_RS08640	EQU24_RS08640		
alr	EQU24_RS08635	1913082	1914158	alanine racemase	alr // dnaB	EQU24_RS08635	alr // dnaB		
dnaB	EQU24_RS08630	1911691	1913085	replicative DNA helicase	alr // dnaB	EQU24_RS08630	alr // dnaB		
EQU24_RS08625	EQU24_RS08625	1911151	1911390	hypothetical protein	EQU24_RS08625	EQU24_RS08625	EQU24_RS08625		
EQU24_RS08620	EQU24_RS08620	1910138	1911154	tryptophan--tRNA ligase	EQU24_RS08620	EQU24_RS08620	EQU24_RS08620		
EQU24_RS08615	EQU24_RS08615	1909451	1909750	PilZ domain-containing protein	EQU24_RS08615 // EQU24_RS08610 // EQU24_RS08605	EQU24_RS08615	EQU24_RS08615 // EQU24_RS08610 // EQU24_RS08605		
EQU24_RS08610	EQU24_RS08610	1909010	1909414	6-carboxytetrahydropterin synthase	EQU24_RS08615 // EQU24_RS08610 // EQU24_RS08605	EQU24_RS08610	EQU24_RS08615 // EQU24_RS08610 // EQU24_RS08605		
EQU24_RS08605	EQU24_RS08605	1908551	1909003	DUF1249 domain-containing protein	EQU24_RS08615 // EQU24_RS08610 // EQU24_RS08605	EQU24_RS08605	EQU24_RS08615 // EQU24_RS08610 // EQU24_RS08605		
EQU24_RS08600	EQU24_RS08600	1908241	1908451	hypothetical protein	EQU24_RS08600	EQU24_RS08600	EQU24_RS08600		
EQU24_RS08595	EQU24_RS08595	1907394	1908065	TetR/AcrR family transcriptional regulator	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580	EQU24_RS08595	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580		
EQU24_RS08590	EQU24_RS08590	1906009	1907406	efflux transporter outer membrane subunit	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580	EQU24_RS08590	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580		
EQU24_RS08585	EQU24_RS08585	1904808	1906016	efflux RND transporter periplasmic adaptor subunit	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580	EQU24_RS08585	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580		
EQU24_RS08580	EQU24_RS08580	1901647	1904802	efflux RND transporter permease subunit	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580	EQU24_RS08580	EQU24_RS08595 // EQU24_RS08590 // EQU24_RS08585 // EQU24_RS08580		
EQU24_RS08575	EQU24_RS08575	1901336	1901544	hypothetical protein	EQU24_RS08575	EQU24_RS08575	EQU24_RS08575		
